timestamps,TP9,AF7,AF8,TP10,Right AUX
1731795636.045,105.957,597.656,-1000.000,-1000.000,0.000
1731795636.048,285.156,-1000.000,-1000.000,-1000.000,0.000
1731795636.052,234.375,-370.605,-1000.000,-1000.000,0.000
1731795636.056,111.328,-970.703,-1000.000,-1000.000,0.000
1731795636.060,38.574,-917.969,-1000.000,-1000.000,0.000
1731795636.064,224.609,-111.328,-1000.000,-1000.000,0.000
1731795636.068,403.320,-1000.000,-1000.000,-1000.000,0.000
1731795636.072,216.309,295.410,-1000.000,-1000.000,0.000
1731795636.076,97.168,-890.137,-1000.000,-1000.000,0.000
1731795636.080,214.844,908.691,-1000.000,-1000.000,0.000
1731795636.084,349.609,969.238,-1000.000,-1000.000,0.000
1731795636.088,274.414,916.016,-1000.000,-1000.000,0.000
1731795636.091,187.500,-896.484,-1000.000,-1000.000,0.000
1731795636.095,182.129,111.816,-1000.000,-1000.000,0.000
1731795636.099,334.961,-1000.000,-1000.000,-1000.000,0.000
1731795636.103,374.023,-973.145,-1000.000,-1000.000,0.000
1731795636.107,114.746,-987.793,-1000.000,-1000.000,0.000
1731795636.111,36.621,-934.082,-1000.000,-1000.000,0.000
1731795636.115,273.438,-1000.000,-1000.000,-1000.000,0.000
1731795636.119,236.816,-462.402,-1000.000,-1000.000,0.000
1731795636.123,105.469,-924.316,-1000.000,-1000.000,0.000
1731795636.127,129.883,707.031,-1000.000,-1000.000,0.000
1731795636.131,204.590,-984.863,-1000.000,-1000.000,0.000
1731795636.134,190.918,-327.148,-1000.000,-994.141,0.000
1731795636.138,65.918,-846.680,-1000.000,-1000.000,0.000
1731795636.142,91.797,805.664,-1000.000,-1000.000,0.000
1731795636.146,183.105,-586.914,-1000.000,-748.535,0.000
1731795636.150,301.270,-1000.000,-1000.000,-827.637,0.000
1731795636.154,199.219,-935.059,-931.641,-983.887,0.000
1731795636.158,63.477,-948.730,-1000.000,-1000.000,0.000
1731795636.162,73.242,-1000.000,-172.852,-106.445,0.000
1731795636.166,312.988,-218.750,219.727,248.535,0.000
1731795636.170,359.863,-957.031,-986.816,-1000.000,0.000
1731795636.173,187.500,955.078,-1000.000,-1000.000,0.000
1731795636.177,20.996,944.336,-216.797,-160.156,0.000
1731795636.181,190.430,990.723,628.418,672.363,0.000
1731795636.185,343.262,909.180,-737.305,-728.027,0.000
1731795636.189,62.988,-940.918,-1000.000,-1000.000,0.000
1731795636.193,2.441,655.273,-603.027,-532.227,0.000
1731795636.197,184.082,-742.676,892.090,958.984,0.000
1731795636.201,320.312,-1000.000,14.160,14.648,0.000
1731795636.205,225.098,-943.848,-1000.000,-1000.000,0.000
1731795636.209,166.992,-949.707,-1000.000,-1000.000,0.000
1731795636.213,225.586,-1000.000,357.422,433.105,0.000
1731795636.216,442.871,-218.750,337.402,342.773,0.000
1731795636.220,383.301,-957.031,-1000.000,-1000.000,0.000
1731795636.224,170.410,955.566,-1000.000,-1000.000,0.000
1731795636.228,137.207,958.496,169.434,286.621,0.000
1731795636.232,388.184,903.809,628.906,639.160,0.000
1731795636.236,399.414,-904.297,-897.461,-904.297,0.000
1731795636.240,222.656,519.531,-1000.000,-1000.000,0.000
1731795636.244,83.496,-918.457,-161.133,-163.086,0.000
1731795636.248,201.660,-1000.000,-963.867,-958.496,0.000
1731795636.252,416.016,-946.777,-259.277,-257.812,0.000
1731795636.256,195.801,-1000.000,-1000.000,-1000.000,0.000
1731795636.259,15.137,-1000.000,-395.996,-331.055,0.000
1731795636.263,118.164,-1000.000,-914.062,-885.254,0.000
1731795636.267,377.441,-1000.000,255.371,248.047,0.000
1731795636.271,243.164,-1000.000,-1000.000,-1000.000,0.000
1731795636.275,70.801,-933.105,-778.320,-718.750,0.000
1731795636.279,134.277,-1000.000,852.539,919.434,0.000
1731795636.283,314.941,-396.484,372.559,359.863,0.000
1731795636.287,236.328,973.145,-1000.000,-1000.000,0.000
1731795636.291,26.367,936.523,-1000.000,-1000.000,0.000
1731795636.295,72.266,830.566,240.723,308.105,0.000
1731795636.299,346.191,929.199,859.863,854.980,0.000
1731795636.302,390.137,-970.215,-677.246,-690.918,0.000
1731795636.306,198.730,819.824,-1000.000,-1000.000,0.000
1731795636.310,148.438,-573.242,-185.059,-168.945,0.000
1731795636.314,-558.594,-1000.000,-926.758,-923.340,0.000
1731795636.318,-257.324,-934.570,-153.320,-162.598,0.000
1731795636.322,506.836,-1000.000,-1000.000,-1000.000,0.000
1731795636.326,572.754,-1000.000,-594.238,-529.297,0.000
1731795636.330,-214.844,-1000.000,970.215,-981.445,0.000
1731795636.334,-778.809,-1000.000,250.488,239.746,0.000
1731795636.338,393.066,-1000.000,-1000.000,-1000.000,0.000
1731795636.341,-826.172,-1000.000,-1000.000,-1000.000,0.000
1731795636.345,211.426,-926.758,340.820,400.391,0.000
1731795636.349,-1000.000,-1000.000,367.676,360.840,0.000
1731795636.353,139.160,-447.266,-1000.000,-1000.000,0.000
1731795636.357,-888.672,949.219,-1000.000,-1000.000,0.000
1731795636.361,960.938,995.605,18.066,58.105,0.000
1731795636.365,346.680,925.781,846.680,836.914,0.000
1731795636.369,571.289,985.352,-641.602,-666.504,0.000
1731795636.373,-979.980,909.180,-1000.000,-1000.000,0.000
1731795636.377,-880.371,-889.648,-182.617,-181.152,0.000
1731795636.381,-73.242,189.941,-884.277,-888.184,0.000
1731795636.384,-599.121,-1000.000,-45.410,-64.453,0.000
1731795636.388,843.262,-984.375,-1000.000,-1000.000,0.000
1731795636.392,-811.035,-973.145,-500.977,-479.004,0.000
1731795636.396,-7.324,-1000.000,-949.219,-939.453,0.000
1731795636.400,-991.699,-973.633,282.227,280.762,0.000
1731795636.404,404.785,-984.375,-1000.000,-1000.000,0.000
1731795636.408,-687.988,-1000.000,-834.961,-812.500,0.000
1731795636.412,25.879,193.848,760.254,795.410,0.000
1731795636.416,-455.566,-950.684,714.355,687.012,0.000
1731795636.420,907.227,970.215,-896.973,-923.828,0.000
1731795636.423,-857.910,807.129,-1000.000,-1000.000,0.000
1731795636.427,248.535,-598.633,248.047,282.227,0.000
1731795636.431,-1000.000,-1000.000,-839.355,-848.633,0.000
1731795636.435,-914.062,-934.570,-211.426,-237.305,0.000
1731795636.439,621.582,-1000.000,-1000.000,-1000.000,0.000
1731795636.443,353.516,-1000.000,-125.977,-106.445,0.000
1731795636.447,-955.566,-1000.000,-795.898,-792.480,0.000
1731795636.451,-1000.000,-932.617,223.145,220.215,0.000
1731795636.455,-210.449,-1000.000,-1000.000,-1000.000,0.000
1731795636.459,-888.672,-121.094,-272.949,-270.508,0.000
1731795636.463,-37.109,277.832,-807.129,-803.711,0.000
1731795636.466,-1000.000,-1000.000,547.852,525.391,0.000
1731795636.470,-416.504,-1000.000,-1000.000,-1000.000,0.000
1731795636.474,-922.852,-962.891,-333.008,-328.613,0.000
1731795636.478,196.777,-1000.000,-957.031,-952.148,0.000
1731795636.482,-1000.000,-955.566,-907.715,-922.363,0.000
1731795636.486,-860.840,-1000.000,-336.914,-373.047,0.000
1731795636.490,690.918,-963.867,-747.559,-744.141,0.000
1731795636.494,424.316,5.859,812.988,817.871,0.000
1731795636.498,-1000.000,-529.785,-794.434,-796.875,0.000
1731795636.502,-1000.000,-1000.000,128.906,129.395,0.000
1731795636.506,11.230,-1000.000,-1000.000,-1000.000,0.000
1731795636.509,879.395,177.246,228.516,228.027,0.000
1731795636.513,-707.031,307.129,-740.723,-733.398,0.000
1731795636.517,-624.512,-1000.000,509.277,452.148,0.000
1731795636.521,377.930,-1000.000,-1000.000,-1000.000,0.000
1731795636.525,-925.293,-48.340,-129.883,-121.582,0.000
1731795636.529,-116.699,252.930,-871.094,-875.488,0.000
1731795636.533,-891.602,-1000.000,921.875,922.852,0.000
1731795636.537,685.059,152.344,954.102,953.613,0.000
1731795636.541,-777.344,-722.656,975.098,974.609,0.000
1731795636.545,154.297,201.660,971.680,971.191,0.000
1731795636.548,-1000.000,-1000.000,971.191,971.191,0.000
1731795636.552,29.297,-270.508,971.191,971.680,0.000
1731795636.556,-739.258,-807.617,971.191,971.191,0.000
1731795636.560,442.871,530.762,971.191,971.680,0.000
1731795636.564,-1000.000,-840.332,971.191,971.680,0.000
1731795636.568,-294.922,-1000.000,971.680,971.680,0.000
1731795636.572,-883.301,-237.305,971.680,971.191,0.000
1731795636.576,922.363,-975.098,971.191,971.191,0.000
1731795636.580,-655.762,-308.105,971.191,971.191,0.000
1731795636.584,-578.125,-1000.000,971.680,971.191,0.000
1731795636.588,-991.211,-928.223,971.680,971.191,0.000
1731795636.591,-942.383,-998.535,971.680,971.191,0.000
1731795636.595,-398.438,-946.777,971.680,971.191,0.000
1731795636.599,-989.746,-1000.000,971.191,971.191,0.000
1731795636.603,526.367,-175.293,971.680,971.191,0.000
1731795636.607,-776.367,-799.805,971.680,971.191,0.000
1731795636.611,170.898,109.863,971.191,971.191,0.000
1731795636.615,-1000.000,-1000.000,971.680,971.680,0.000
1731795636.619,-119.141,-972.656,971.680,971.191,0.000
1731795636.623,-757.812,-977.051,971.680,971.680,0.000
1731795636.627,410.156,-1000.000,971.680,971.191,0.000
1731795636.631,-1000.000,-1000.000,971.191,971.191,0.000
1731795636.634,-270.996,-1000.000,971.680,971.191,0.000
1731795636.638,-905.273,-991.699,971.191,971.680,0.000
1731795636.642,990.723,-1000.000,971.680,971.680,0.000
1731795636.646,-493.164,-934.082,971.680,971.191,0.000
1731795636.650,-317.871,-1000.000,971.680,971.191,0.000
1731795636.654,-972.656,-368.652,971.191,971.191,0.000
1731795636.658,-849.121,-850.586,971.191,971.191,0.000
1731795636.662,223.145,250.977,971.191,971.191,0.000
1731795636.666,-203.613,-1000.000,971.680,971.191,0.000
1731795636.670,-976.562,-264.648,971.680,971.191,0.000
1731795636.674,997.559,-802.734,971.680,971.191,0.000
1731795636.677,931.152,404.785,971.680,971.191,0.000
1731795636.681,977.539,-1000.000,971.680,971.680,0.000
1731795636.685,970.703,-433.105,971.191,971.191,0.000
1731795636.689,970.703,963.867,971.191,971.191,0.000
1731795636.693,970.703,-918.457,971.680,971.191,0.000
1731795636.697,970.703,-2.930,971.191,971.191,0.000
1731795636.701,970.703,-1000.000,971.191,971.680,0.000
1731795636.705,970.703,-325.684,971.191,971.191,0.000
1731795636.709,970.703,-866.211,971.191,971.191,0.000
1731795636.713,970.703,107.910,971.191,971.191,0.000
1731795636.716,970.703,-1000.000,971.191,971.191,0.000
1731795636.720,970.703,-373.535,971.191,971.191,0.000
1731795636.724,970.703,-824.219,971.680,971.191,0.000
1731795636.728,970.703,396.973,971.191,971.680,0.000
1731795636.732,970.703,-1000.000,971.191,971.191,0.000
1731795636.736,970.703,174.316,971.680,971.191,0.000
1731795636.740,970.703,-852.539,971.191,971.191,0.000
1731795636.744,970.703,899.414,971.191,971.191,0.000
1731795636.748,970.703,970.703,971.191,971.191,0.000
1731795636.752,970.703,971.680,971.191,971.191,0.000
1731795636.755,970.703,971.191,971.191,971.191,0.000
1731795636.759,970.703,971.191,971.191,971.191,0.000
1731795636.763,970.703,971.191,971.191,971.191,0.000
1731795636.767,970.703,971.680,971.191,971.191,0.000
1731795636.771,970.703,971.191,971.680,971.191,0.000
1731795636.775,970.703,971.191,971.680,971.191,0.000
1731795636.779,970.703,971.191,971.191,971.680,0.000
1731795636.783,970.703,971.191,971.191,971.680,0.000
1731795636.787,970.703,971.191,971.191,971.191,0.000
1731795636.791,970.703,971.191,971.191,971.191,0.000
1731795636.795,970.703,971.191,971.191,971.191,0.000
1731795636.798,970.703,971.680,971.191,971.191,0.000
1731795636.802,970.703,971.680,971.191,971.191,0.000
1731795636.806,970.703,971.680,971.680,971.191,0.000
1731795636.810,970.703,971.191,971.191,971.191,0.000
1731795636.814,970.703,971.191,971.191,971.191,0.000
1731795636.818,970.703,971.680,971.191,971.680,0.000
1731795636.822,970.703,971.191,971.191,971.191,0.000
1731795636.826,970.703,971.191,971.680,971.191,0.000
1731795636.830,971.191,971.680,971.191,971.680,0.000
1731795636.834,966.797,971.680,971.191,971.191,0.000
1731795636.838,979.004,971.680,971.191,971.191,0.000
1731795636.841,937.988,971.191,971.680,971.191,0.000
1731795636.845,867.188,971.191,971.680,971.191,0.000
1731795636.849,927.246,971.680,971.191,971.191,0.000
1731795636.853,974.121,971.680,971.191,971.191,0.000
1731795636.857,822.754,971.191,971.191,971.191,0.000
1731795636.861,660.156,971.191,971.191,971.191,0.000
1731795636.865,770.996,971.680,971.680,971.191,0.000
1731795636.869,883.789,971.680,971.191,971.191,0.000
1731795636.873,783.691,971.191,971.191,971.191,0.000
1731795636.877,669.922,971.191,971.191,971.191,0.000
1731795636.880,681.641,971.680,971.191,971.191,0.000
1731795636.884,826.172,971.191,971.680,971.191,0.000
1731795636.888,739.258,971.191,971.191,971.191,0.000
1731795636.892,580.078,971.191,971.191,971.191,0.000
1731795636.896,641.602,971.191,971.680,971.191,0.000
1731795636.900,721.680,971.191,971.680,971.191,0.000
1731795636.904,636.719,971.680,971.191,971.191,0.000
1731795636.908,391.113,971.191,971.191,0.000,0.000
1731795636.912,285.645,971.191,971.191,0.000,0.000
1731795636.916,432.129,971.680,971.191,0.000,0.000
1731795636.920,443.359,971.680,971.191,0.000,0.000
1731795636.923,323.242,971.191,971.191,0.000,0.000
1731795636.927,177.246,971.191,971.680,0.000,0.000
1731795636.931,292.480,971.191,971.191,0.000,0.000
1731795636.935,411.621,971.191,971.191,0.000,0.000
1731795636.939,277.832,971.191,971.191,0.000,0.000
1731795636.943,230.957,971.191,971.191,0.000,0.000
1731795636.947,289.551,971.191,971.191,0.000,0.000
1731795636.951,421.875,971.191,971.191,0.000,0.000
1731795636.955,0.000,971.191,0.000,907.715,0.000
1731795636.959,0.000,971.191,0.000,945.801,0.000
1731795636.963,0.000,971.680,0.000,982.422,0.000
1731795636.966,0.000,971.680,0.000,966.309,0.000
1731795636.970,0.000,971.191,0.000,973.145,0.000
