timestamps,TP9,AF7,AF8,TP10,Right AUX
1731796506.168,-700.195,-1000.000,-35.156,-712.891,0.000
1731796506.171,-954.590,576.660,-51.270,-1000.000,0.000
1731796506.175,741.699,-928.711,-9.766,627.930,0.000
1731796506.179,-872.070,-443.359,0.977,-842.285,0.000
1731796506.183,-496.582,-1000.000,-35.645,-372.070,0.000
1731796506.187,-1000.000,-182.129,-59.570,-1000.000,0.000
1731796506.191,565.918,-903.320,-23.438,323.242,0.000
1731796506.195,-762.207,498.535,6.348,-779.297,0.000
1731796506.199,254.395,-1000.000,-23.926,513.672,0.000
1731796506.203,-997.559,-726.562,-60.059,-986.328,0.000
1731796506.207,203.125,903.320,-36.621,-352.539,0.000
1731796506.210,-789.062,962.402,7.812,-908.691,0.000
1731796506.214,790.527,-708.984,3.906,891.602,0.000
1731796506.218,-773.438,-1000.000,-44.922,-708.008,0.000
1731796506.222,-629.883,694.824,-55.176,-972.656,0.000
1731796506.226,-972.656,992.188,-14.648,771.484,0.000
1731796506.230,936.035,-712.402,-9.277,-981.445,0.000
1731796506.234,-698.730,-1000.000,-58.594,-686.523,0.000
1731796506.238,-1000.000,483.887,-65.918,-1000.000,0.000
1731796506.242,651.855,-848.145,-16.113,589.355,0.000
1731796506.246,-815.918,-196.289,-6.836,-818.359,0.000
1731796506.250,-385.742,-1000.000,-35.645,-210.938,0.000
1731796506.253,-999.512,-204.590,-61.035,-1000.000,0.000
1731796506.257,552.246,-895.996,-39.062,162.109,0.000
1731796506.261,-765.137,468.750,-6.348,-803.223,0.000
1731796506.265,471.191,-1000.000,-9.766,621.582,0.000
1731796506.269,-941.406,-779.785,-47.363,-941.895,0.000
1731796506.273,83.496,875.488,-41.016,-601.074,0.000
1731796506.277,-799.805,884.766,-3.418,-999.512,0.000
1731796506.281,853.027,-805.176,-13.184,941.406,0.000
1731796506.285,-702.637,-1000.000,-48.340,-705.078,0.000
1731796506.289,-770.020,668.945,-41.992,-982.422,0.000
1731796506.293,952.148,-961.914,3.418,691.895,0.000
1731796506.296,996.094,-576.172,5.371,-853.516,0.000
1731796506.300,-645.996,-1000.000,-35.645,-456.055,0.000
1731796506.304,-1000.000,246.094,-60.547,-1000.000,0.000
1731796506.308,595.703,-864.746,-20.508,540.527,0.000
1731796506.312,-779.297,-154.297,-0.488,-759.766,0.000
1731796506.316,-185.059,-1000.000,-31.738,321.777,0.000
1731796506.320,-1000.000,-556.641,-62.500,-966.309,0.000
1731796506.324,468.750,948.242,-37.109,189.941,0.000
1731796506.328,-774.902,333.008,-0.488,-789.551,0.000
1731796506.332,607.910,-1000.000,-29.785,805.176,0.000
1731796506.335,-903.320,-888.672,-66.406,-750.000,0.000
1731796506.339,-194.336,714.355,-48.340,-655.762,0.000
1731796506.343,-848.633,955.078,-12.695,-995.605,0.000
1731796506.347,884.277,-771.973,-17.578,964.355,0.000
1731796506.351,-697.266,-1000.000,-57.129,-670.410,0.000
1731796506.355,-886.719,561.523,-67.871,-988.770,0.000
1731796506.359,840.820,-816.406,-43.457,646.484,0.000
1731796506.363,-933.105,-150.879,-34.180,-799.316,0.000
1731796506.367,-578.613,-1000.000,-57.617,-250.488,0.000
1731796506.371,-1000.000,137.207,-71.289,-991.211,0.000
1731796506.375,580.566,-795.898,-34.668,513.184,0.000
1731796506.378,-768.066,490.723,-11.230,-765.137,0.000
1731796506.382,24.414,-1000.000,-33.203,503.418,0.000
1731796506.386,-1000.000,-645.996,-61.523,-926.270,0.000
1731796506.390,331.055,987.793,-39.062,-8.789,0.000
1731796506.394,-781.738,821.777,4.395,-814.941,0.000
1731796506.398,706.055,-817.383,-14.160,855.957,0.000
1731796506.402,-848.633,-1000.000,-58.594,-705.078,0.000
1731796506.406,-444.336,682.129,-45.410,-839.355,0.000
1731796506.410,-912.598,-979.492,-12.695,902.832,0.000
1731796506.414,912.598,-688.477,-16.602,997.070,0.000
1731796506.418,-698.242,-1000.000,-49.805,-671.387,0.000
1731796506.421,-956.055,563.477,-61.523,-1000.000,0.000
1731796506.425,741.211,-902.344,-28.809,614.746,0.000
1731796506.429,-872.559,-345.215,-10.742,-819.336,0.000
1731796506.433,-496.094,-1000.000,-34.180,-257.812,0.000
1731796506.437,-1000.000,-335.938,-60.547,-1000.000,0.000
1731796506.441,578.125,-954.102,-27.344,297.852,0.000
1731796506.445,-770.996,366.211,-1.953,-787.598,0.000
1731796506.449,85.449,-1000.000,-11.719,200.195,0.000
1731796506.453,-1000.000,-720.215,-39.062,-1000.000,0.000
1731796506.457,207.031,919.922,-26.367,-525.391,0.000
1731796506.460,-785.645,770.508,17.090,-986.816,0.000
1731796506.464,722.168,-895.020,4.395,777.832,0.000
1731796506.468,-857.422,-1000.000,-40.039,-863.770,0.000
1731796506.472,-652.344,668.945,-36.621,-1000.000,0.000
1731796506.476,-992.676,-971.680,3.418,705.566,0.000
1731796506.480,941.895,-676.270,2.930,971.680,0.000
1731796506.484,-696.289,-1000.000,-33.691,-693.359,0.000
1731796506.488,-1000.000,531.738,-46.387,-1000.000,0.000
1731796506.492,682.129,-840.820,-8.789,432.617,0.000
1731796506.496,-892.090,-297.363,11.719,988.770,0.000
1731796506.500,-567.871,-1000.000,-28.320,-549.805,0.000
1731796506.503,-1000.000,181.641,-62.012,-1000.000,0.000
1731796506.507,584.473,-821.777,-31.250,-647.949,0.000
1731796506.511,-779.785,482.910,-9.277,760.742,0.000
1731796506.515,60.059,-984.375,-39.551,-107.910,0.000
1731796506.519,-1000.000,-813.965,-78.613,-1000.000,0.000
1731796506.523,167.969,845.703,-63.477,-910.156,0.000
1731796506.527,-792.480,973.145,-30.762,625.488,0.000
1731796506.531,734.863,-720.703,-40.527,583.984,0.000
1731796506.535,-850.586,-1000.000,-67.383,-961.914,0.000
1731796506.539,-693.848,659.668,-67.383,-1000.000,0.000
1731796506.543,990.723,-919.434,-37.598,156.738,0.000
1731796506.546,947.754,-608.887,-26.855,870.117,0.000
1731796506.550,-698.730,-1000.000,-58.594,-624.023,0.000
1731796506.554,-1000.000,521.973,-73.730,-1000.000,0.000
1731796506.558,649.414,-818.359,-51.270,-624.512,0.000
1731796506.562,-848.633,613.770,-18.066,597.656,0.000
1731796506.566,-468.750,-877.441,-32.715,-441.406,0.000
1731796506.570,-1000.000,-330.078,-80.566,-1000.000,0.000
1731796506.574,536.133,-899.414,-52.734,-966.797,0.000
1731796506.578,-771.484,919.434,-20.508,235.840,0.000
1731796506.582,321.289,-669.434,-31.250,-79.102,0.000
1731796506.585,-1000.000,-938.477,-57.617,-1000.000,0.000
1731796506.589,4.883,758.789,-42.480,-946.289,0.000
1731796506.593,-824.219,-883.301,-14.648,-996.582,0.000
1731796506.597,845.215,-494.141,-26.367,-1000.000,0.000
1731796506.601,-734.375,-980.957,-65.918,-918.457,0.000
1731796506.605,-818.848,621.582,-73.730,-1000.000,0.000
1731796506.609,933.105,-787.598,-38.574,-641.113,0.000
1731796506.613,968.262,19.531,-24.414,576.172,0.000
1731796506.617,-705.078,-1000.000,-51.270,-499.512,0.000
1731796506.621,-1000.000,260.742,-68.848,-1000.000,0.000
1731796506.625,617.188,-798.828,-36.133,-819.336,0.000
1731796506.628,-817.383,761.230,-10.254,369.629,0.000
1731796506.632,-352.051,-792.480,-30.273,-381.836,0.000
1731796506.636,-1000.000,-572.754,-67.871,-1000.000,0.000
1731796506.640,429.688,-967.285,-46.387,-1000.000,0.000
1731796506.644,-771.973,948.242,-18.066,110.352,0.000
1731796506.648,509.766,-677.734,-30.762,19.531,0.000
1731796506.652,-983.887,-977.539,-67.383,-1000.000,0.000
1731796506.656,-237.793,746.582,-48.828,-1000.000,0.000
1731796506.660,-871.094,-935.547,-4.395,-29.785,0.000
1731796506.664,888.184,-603.027,-8.789,627.930,0.000
1731796506.668,-707.031,-1000.000,-41.016,-815.430,0.000
1731796506.671,-896.484,619.141,-57.129,-1000.000,0.000
1731796506.675,855.957,-894.043,-24.902,5.859,0.000
1731796506.679,-988.281,-414.062,-9.277,885.742,0.000
1731796506.683,-674.316,-1000.000,-41.504,-547.852,0.000
1731796506.687,-1000.000,74.707,-67.383,-1000.000,0.000
1731796506.691,598.145,-840.332,-34.668,-423.828,0.000
1731796506.695,-791.992,295.898,-4.883,866.211,0.000
1731796506.699,-137.207,-1000.000,-27.344,-234.863,0.000
1731796506.703,-1000.000,-723.633,-68.359,-1000.000,0.000
1731796506.707,300.293,905.762,-52.734,-826.660,0.000
1731796506.710,-792.969,868.652,-9.277,710.938,0.000
1731796506.714,701.172,-818.848,-12.207,748.535,0.000
1731796506.718,-870.605,-1000.000,-62.500,-965.332,0.000
1731796506.722,-552.734,676.758,-62.012,-992.676,0.000
1731796506.726,-954.590,-959.473,-15.137,680.176,0.000
1731796506.730,927.734,-664.062,-13.184,976.562,0.000
1731796506.734,-694.336,-1000.000,-48.828,-717.773,0.000
1731796506.738,-998.047,573.730,-60.547,-1000.000,0.000
1731796506.742,700.684,-872.559,-20.508,504.883,0.000
1731796506.746,-886.230,-286.133,-9.766,-956.543,0.000
1731796506.750,-550.293,-1000.000,-52.246,-531.738,0.000
1731796506.753,-1000.000,-186.523,-80.078,-1000.000,0.000
1731796506.757,566.895,-893.555,-50.781,-106.445,0.000
1731796506.761,-773.438,486.816,-16.602,-884.277,0.000
1731796506.765,342.773,-1000.000,-20.996,461.426,0.000
1731796506.769,-1000.000,-926.758,-56.152,-1000.000,0.000
1731796506.773,65.918,727.051,-48.828,-771.484,0.000
1731796506.777,-798.340,974.121,-8.789,880.371,0.000
1731796506.781,795.898,-755.859,-14.160,884.277,0.000
1731796506.785,-784.180,-1000.000,-55.664,-809.570,0.000
1731796506.789,-778.320,675.781,-58.105,-1000.000,0.000
1731796506.793,951.172,-970.215,-15.137,687.500,0.000
1731796506.796,960.938,-613.770,-12.695,-974.609,0.000
1731796506.800,-705.078,-1000.000,-57.129,-683.105,0.000
1731796506.804,-1000.000,341.309,-81.543,-1000.000,0.000
1731796506.808,605.469,-853.516,-41.504,509.766,0.000
1731796506.812,-791.016,-239.746,-12.207,-798.340,0.000
1731796506.816,-263.184,-1000.000,-37.109,-44.922,0.000
1731796506.820,-1000.000,-205.078,-71.777,-1000.000,0.000
1731796506.824,490.234,-914.551,-47.852,29.785,0.000
1731796506.828,-771.484,254.395,-5.371,-837.402,0.000
1731796506.832,585.449,-1000.000,-18.555,758.789,0.000
1731796506.835,-902.344,-917.480,-62.500,-844.238,0.000
1731796506.839,-73.242,698.730,-57.129,-744.629,0.000
1731796506.843,-819.336,844.238,-17.578,945.312,0.000
1731796506.847,870.605,-858.887,-14.160,960.449,0.000
1731796506.851,-698.242,-1000.000,-47.852,-701.660,0.000
1731796506.855,-840.820,607.422,-50.781,-1000.000,0.000
1731796506.859,884.277,-887.695,-6.348,649.902,0.000
1731796506.863,-946.289,-412.109,1.465,-858.398,0.000
1731796506.867,-580.566,-1000.000,-29.297,-453.125,0.000
1731796506.871,-1000.000,127.930,-52.246,-1000.000,0.000
1731796506.875,583.008,-834.473,-36.133,458.496,0.000
1731796506.878,-768.066,194.336,-21.484,-781.738,0.000
1731796506.882,-17.090,-1000.000,-42.969,223.633,0.000
1731796506.886,-1000.000,-678.223,-63.477,-1000.000,0.000
1731796506.890,371.582,929.199,-32.227,-221.191,0.000
1731796506.894,-773.926,778.809,-7.324,-875.488,0.000
1731796506.898,666.992,-880.371,-27.832,775.879,0.000
1731796506.902,-873.535,-994.141,-60.059,-836.914,0.000
1731796506.906,-339.844,697.266,-57.129,-910.645,0.000
1731796506.910,-882.812,-999.023,-11.230,813.477,0.000
1731796506.914,899.902,-708.008,-3.418,994.629,0.000
1731796506.918,-695.801,-1000.000,-49.316,-708.008,0.000
1731796506.921,-935.059,564.941,-52.734,-1000.000,0.000
1731796506.925,782.715,-921.875,-7.324,650.391,0.000
1731796506.929,-909.180,-435.059,-3.418,-900.391,0.000
1731796506.933,-559.570,-1000.000,-44.434,-470.215,0.000
1731796506.937,-1000.000,-139.160,-69.824,-1000.000,0.000
1731796506.941,579.102,-900.391,-22.949,223.145,0.000
1731796506.945,-769.043,278.320,4.883,-804.688,0.000
1731796506.949,72.266,-1000.000,-28.320,197.754,0.000
1731796506.953,-1000.000,-737.793,-61.035,-1000.000,0.000
1731796506.957,265.137,908.691,-44.434,-411.133,0.000
1731796506.960,-780.762,660.156,-20.996,-943.359,0.000
1731796506.964,712.402,-969.238,-46.387,789.062,0.000
1731796506.968,-855.957,-976.074,-79.590,-852.051,0.000
1731796506.972,-546.387,683.594,-60.059,-944.336,0.000
1731796506.976,-949.707,993.164,-20.996,769.043,0.000
1731796506.980,925.293,-727.539,-18.555,-998.047,0.000
1731796506.984,-694.336,-1000.000,-62.988,-709.473,0.000
1731796506.988,-997.559,577.148,-84.961,-1000.000,0.000
1731796506.992,674.805,-902.832,-50.781,595.703,0.000
1731796506.996,-842.773,-386.230,-32.227,-828.125,0.000
1731796507.000,-454.102,-1000.000,-57.129,-284.668,0.000
1731796507.003,-1000.000,-129.395,-79.102,-1000.000,0.000
1731796507.007,559.082,-889.648,-46.387,232.422,0.000
1731796507.011,-768.555,610.840,-15.625,-797.363,0.000
1731796507.015,418.457,-949.707,-36.621,615.723,0.000
1731796507.019,-967.285,-890.137,-65.430,-942.871,0.000
1731796507.023,75.684,821.289,-42.480,-600.586,0.000
1731796507.027,-800.293,867.188,-2.930,-996.582,0.000
1731796507.031,832.520,-832.520,-17.090,930.176,0.000
1731796507.035,-731.934,-1000.000,-60.059,-707.031,0.000
1731796507.039,-790.527,687.500,-62.012,-1000.000,0.000
1731796507.043,950.195,973.633,-21.973,712.891,0.000
1731796507.046,962.402,-681.152,-20.508,-964.355,0.000
1731796507.050,-703.125,-1000.000,-51.758,-649.414,0.000
1731796507.054,-1000.000,291.504,-67.383,-1000.000,0.000
1731796507.058,616.211,-895.020,-35.156,497.559,0.000
1731796507.062,-814.941,-274.414,-14.648,-826.172,0.000
1731796507.066,-353.516,-1000.000,-42.480,-140.137,0.000
1731796507.070,-1000.000,-512.207,-63.965,-1000.000,0.000
1731796507.074,453.125,936.523,-29.785,-167.480,0.000
1731796507.078,-770.020,93.262,-12.695,-877.930,0.000
1731796507.082,375.488,-1000.000,-41.992,343.262,0.000
1731796507.085,-1000.000,-859.863,-62.012,-1000.000,0.000
1731796507.089,-205.078,685.547,-47.852,-868.652,0.000
1731796507.093,-865.723,978.516,-17.090,775.879,0.000
1731796507.097,845.215,-760.742,-24.902,881.348,0.000
1731796507.101,-759.766,-1000.000,-69.824,-825.195,0.000
1731796507.105,-901.367,629.883,-68.359,-1000.000,0.000
1731796507.109,852.051,979.980,-26.367,625.977,0.000
1731796507.113,987.793,-480.957,-17.090,963.379,0.000
1731796507.117,-708.984,-1000.000,-54.688,-593.750,0.000
1731796507.121,-1000.000,4.395,-81.055,-1000.000,0.000
1731796507.125,635.742,-867.188,-42.480,-357.910,0.000
1731796507.128,-860.352,114.258,-8.789,807.617,0.000
1731796507.132,-422.363,-1000.000,-39.062,-401.367,0.000
1731796507.136,-1000.000,-599.609,-81.543,-1000.000,0.000
1731796507.140,332.520,958.984,-49.316,-822.266,0.000
1731796507.144,-784.180,805.176,-12.207,624.023,0.000
1731796507.148,287.109,-861.816,-27.832,4.883,0.000
1731796507.152,-1000.000,-1000.000,-75.195,-1000.000,0.000
1731796507.156,-486.328,684.570,-68.848,-1000.000,0.000
1731796507.160,-960.938,-989.258,-25.879,273.926,0.000
1731796507.164,837.402,-701.660,-40.039,622.070,0.000
1731796507.168,-807.617,-1000.000,-74.219,-884.766,0.000
1731796507.171,-1000.000,457.031,-75.684,-1000.000,0.000
1731796507.175,719.727,-798.828,-28.809,-851.074,0.000
1731796507.179,-986.328,472.168,-12.207,242.188,0.000
1731796507.183,-715.332,-1000.000,-50.293,-509.766,0.000
1731796507.187,-1000.000,-269.043,-74.707,-1000.000,0.000
1731796507.191,632.324,-889.648,-33.691,-917.969,0.000
1731796507.195,-854.980,-27.832,-1.953,-1000.000,0.000
1731796507.199,-379.395,-1000.000,-36.621,-955.078,0.000
1731796507.203,-1000.000,-724.609,-74.707,-1000.000,0.000
1731796507.207,250.488,818.359,-63.477,-1000.000,0.000
1731796507.210,-787.109,973.145,-26.367,438.477,0.000
1731796507.214,499.023,-730.469,-17.578,131.836,0.000
1731796507.218,-1000.000,-1000.000,-44.922,-1000.000,0.000
1731796507.222,-621.094,686.523,-41.504,-1000.000,0.000
1731796507.226,983.887,-969.238,-12.207,168.457,0.000
1731796507.230,946.777,-681.641,-7.812,828.613,0.000
1731796507.234,-691.406,-1000.000,-45.898,-696.289,0.000
1731796507.238,-1000.000,556.641,-56.152,-1000.000,0.000
1731796507.242,686.523,-842.773,-26.367,-356.934,0.000
1731796507.246,-950.684,-233.398,-22.461,748.535,0.000
1731796507.250,-663.574,-1000.000,-52.246,-484.375,0.000
1731796507.253,-1000.000,-20.508,-72.266,-1000.000,0.000
1731796507.257,565.918,-852.051,-41.016,-518.555,0.000
1731796507.261,-802.734,630.859,-11.719,838.867,0.000
1731796507.265,-60.059,-916.504,-33.691,-116.699,0.000
1731796507.269,-1000.000,-913.086,-77.148,-1000.000,0.000
1731796507.273,16.602,800.293,-59.570,-858.887,0.000
1731796507.277,-824.219,928.711,-27.344,692.871,0.000
1731796507.281,708.008,-787.598,-38.574,674.805,0.000
1731796507.285,-892.578,-1000.000,-67.871,-1000.000,0.000
1731796507.289,-818.359,670.410,-69.824,-988.770,0.000
1731796507.293,896.973,-960.938,-34.180,650.391,0.000
1731796507.296,974.609,-607.422,-27.832,-999.023,0.000
1731796507.300,-705.078,-1000.000,-63.965,-683.594,0.000
1731796507.304,-1000.000,385.254,-85.449,-1000.000,0.000
1731796507.308,632.812,-880.371,-53.711,412.598,0.000
1731796507.312,-852.539,-274.902,-23.438,-861.816,0.000
1731796507.316,-428.223,-1000.000,-37.109,-291.504,0.000
1731796507.320,-1000.000,-444.336,-75.684,-1000.000,0.000
1731796507.324,385.742,992.676,-61.035,-227.051,0.000
1731796507.328,-779.785,269.531,-23.438,-917.480,0.000
1731796507.332,475.586,-1000.000,-30.273,719.727,0.000
1731796507.335,-1000.000,-895.508,-61.035,-925.293,0.000
1731796507.339,-382.812,699.219,-47.852,-836.914,0.000
1731796507.343,-919.434,945.312,-12.207,860.840,0.000
1731796507.347,894.531,-784.668,-6.348,982.910,0.000
1731796507.351,-718.262,-1000.000,-37.109,-705.566,0.000
1731796507.355,-965.332,636.719,-55.176,-1000.000,0.000
1731796507.359,789.551,-932.129,-19.531,647.949,0.000
1731796507.363,-996.094,-530.273,-23.926,-878.418,0.000
1731796507.367,-714.355,-1000.000,-56.641,-511.719,0.000
1731796507.371,-1000.000,232.422,-67.383,-1000.000,0.000
1731796507.375,611.816,-827.637,-41.016,481.445,0.000
1731796507.378,-814.941,121.094,-15.137,-784.180,0.000
1731796507.382,-238.281,-1000.000,-30.273,240.723,0.000
1731796507.386,-1000.000,-564.941,-71.777,-1000.000,0.000
1731796507.390,253.418,967.285,-42.969,-192.871,0.000
1731796507.394,-787.109,862.305,6.836,-871.582,0.000
1731796507.398,614.746,-789.551,-20.508,806.152,0.000
1731796507.402,-956.055,-1000.000,-57.617,-792.480,0.000
1731796507.406,-634.766,692.383,-59.570,-934.570,0.000
1731796507.410,996.094,-986.816,-27.832,801.270,0.000
1731796507.414,946.289,-710.938,-18.555,998.047,0.000
1731796507.417,-701.660,-1000.000,-55.176,-710.938,0.000
1731796507.421,-997.070,612.305,-53.223,-1000.000,0.000
1731796507.425,723.145,-906.738,-16.113,635.254,0.000
1731796507.429,-931.152,-409.668,-12.207,-858.887,0.000
1731796507.433,-626.953,-1000.000,-44.922,-418.945,0.000
1731796507.437,-1000.000,-44.434,-69.824,-1000.000,0.000
1731796507.441,590.820,-915.039,-34.668,344.238,0.000
1731796507.445,-795.898,-35.645,-24.902,-789.551,0.000
1731796507.449,-12.695,-1000.000,-52.734,366.211,0.000
1731796507.453,-1000.000,-748.535,-63.965,-1000.000,0.000
1731796507.457,79.590,823.730,-41.992,-579.102,0.000
1731796507.460,-809.082,877.930,-8.789,993.652,0.000
1731796507.464,705.566,-832.031,-24.902,878.418,0.000
1731796507.468,-889.648,-1000.000,-66.406,-776.855,0.000
1731796507.472,-784.180,681.152,-51.270,-1000.000,0.000
1731796507.476,927.734,-973.633,-9.766,713.867,0.000
1731796507.480,966.309,-667.480,-6.348,-990.723,0.000
1731796507.484,-699.219,-1000.000,-38.086,-694.336,0.000
1731796507.488,-1000.000,564.453,-50.293,-1000.000,0.000
1731796507.492,655.762,-957.520,-27.344,581.055,0.000
1731796507.496,-910.156,-504.395,-15.137,-942.871,0.000
1731796507.500,-566.895,-1000.000,-30.762,-459.961,0.000
1731796507.503,-1000.000,-182.617,-66.895,-1000.000,0.000
1731796507.507,474.609,-931.152,-53.711,-261.719,0.000
1731796507.511,-799.805,229.980,-19.531,-976.562,0.000
1731796507.515,-28.809,-1000.000,-34.180,0.488,0.000
1731796507.519,-1000.000,-778.809,-65.918,-1000.000,0.000
1731796507.523,-149.902,825.684,-48.340,-842.285,0.000
1731796507.527,-865.234,908.203,-15.137,743.652,0.000
1731796507.531,726.562,-797.852,-28.320,736.816,0.000
1731796507.535,-899.414,-1000.000,-60.547,-967.285,0.000
1731796507.539,-849.609,690.430,-61.523,-991.699,0.000
1731796507.542,866.699,977.539,-27.832,678.223,0.000
1731796507.546,982.422,-694.336,-9.277,981.445,0.000
1731796507.550,-706.543,-1000.000,-39.062,-675.293,0.000
1731796507.554,-1000.000,387.695,-53.711,-1000.000,0.000
1731796507.558,639.160,-898.926,-16.113,332.031,0.000
1731796507.562,-867.188,-347.656,-2.441,-931.641,0.000
1731796507.566,-472.168,-1000.000,-26.855,-415.527,0.000
1731796507.570,-1000.000,-345.703,-42.480,-1000.000,0.000
1731796507.574,422.852,-981.934,-13.672,-357.422,0.000
1731796507.578,-779.785,135.742,11.719,-980.957,0.000
1731796507.582,296.387,-1000.000,0.488,274.414,0.000
1731796507.585,-1000.000,-900.879,-41.992,-1000.000,0.000
1731796507.589,-303.711,665.039,-36.621,-920.410,0.000
1731796507.593,-898.438,966.309,3.418,698.730,0.000
1731796507.597,833.008,-783.691,0.000,870.605,0.000
1731796507.601,-796.875,-1000.000,-34.668,-842.285,0.000
1731796507.605,-917.480,603.027,-44.922,-1000.000,0.000
1731796507.609,825.195,-851.074,-12.207,563.965,0.000
1731796507.613,993.164,-265.137,-7.324,987.793,0.000
1731796507.617,-712.891,-1000.000,-48.828,-630.371,0.000
1731796507.621,-1000.000,41.504,-72.266,-1000.000,0.000
1731796507.625,618.652,-843.750,-34.180,40.039,0.000
1731796507.628,-823.242,346.191,-5.371,-919.434,0.000
1731796507.632,-321.777,-1000.000,-24.414,-181.641,0.000
1731796507.636,-1000.000,-663.086,-65.430,-1000.000,0.000
1731796507.640,319.336,969.727,-50.781,-696.289,0.000
1731796507.644,-776.855,744.629,-23.438,860.840,0.000
1731796507.648,523.438,-905.273,-41.992,567.871,0.000
1731796507.652,-1000.000,-990.234,-68.848,-1000.000,0.000
1731796507.656,-459.473,696.777,-51.270,-946.289,0.000
1731796507.660,-945.801,997.559,-10.742,687.988,0.000
1731796507.664,922.852,-717.773,-28.320,986.816,0.000
1731796507.668,-695.801,-1000.000,-77.637,-740.234,0.000
1731796507.671,-977.051,600.586,-84.473,-1000.000,0.000
1731796507.675,759.766,-954.102,-50.293,633.789,0.000
1731796507.679,-951.172,-502.441,-39.551,-952.148,0.000
1731796507.683,-653.320,-1000.000,-64.941,-557.129,0.000
1731796507.687,-1000.000,-132.324,-92.285,-1000.000,0.000
1731796507.691,589.355,-902.832,-69.336,141.113,0.000
1731796507.695,-784.180,271.973,-41.016,-829.590,0.000
1731796507.699,-11.230,-1000.000,-68.848,162.109,0.000
1731796507.703,-1000.000,-668.945,-103.516,-1000.000,0.000
1731796507.707,226.562,941.895,-79.590,-448.242,0.000
1731796507.710,-791.016,410.156,-47.363,-987.793,0.000
1731796507.714,716.797,-1000.000,-61.035,886.230,0.000
1731796507.718,-861.816,-944.824,-100.586,-767.090,0.000
1731796507.722,-625.977,666.992,-96.191,-958.496,0.000
1731796507.726,-982.910,970.215,-52.246,776.367,0.000
1731796507.730,937.500,-740.234,-48.340,-994.629,0.000
1731796507.734,-695.801,-1000.000,-86.914,-702.637,0.000
1731796507.738,-1000.000,494.141,-104.492,-1000.000,0.000
1731796507.742,662.598,-874.512,-69.336,598.145,0.000
1731796507.746,-853.516,-301.270,-47.852,-836.914,0.000
1731796507.750,0.000,-1000.000,0.000,-312.988,0.000
1731796507.753,0.000,-114.746,0.000,-1000.000,0.000
1731796507.757,0.000,-920.898,0.000,217.285,0.000
1731796507.761,0.000,9.766,0.000,-794.922,0.000
1731796507.765,0.000,-1000.000,0.000,455.078,0.000
1731796507.769,0.000,-648.438,0.000,-1000.000,0.000
1731796507.773,0.000,898.926,0.000,-624.023,0.000
1731796507.777,0.000,854.980,0.000,990.234,0.000
1731796507.781,0.000,-824.219,0.000,842.773,0.000
1731796507.785,0.000,-1000.000,0.000,-812.012,0.000
1731796507.789,0.000,678.223,0.000,-1000.000,0.000
1731796507.792,0.000,-988.281,0.000,703.125,0.000
1731796507.796,958.496,-628.906,-45.410,-989.746,0.000
1731796507.800,-700.684,-1000.000,-84.961,-662.109,0.000
1731796507.804,-1000.000,311.035,-98.633,-1000.000,0.000
1731796507.808,624.512,-891.113,-68.848,428.711,0.000
1731796507.812,-831.543,-272.949,-48.340,-869.141,0.000
1731796507.816,-409.668,-1000.000,-60.547,-269.043,0.000
1731796507.820,-1000.000,-538.086,-91.309,-1000.000,0.000
1731796507.824,483.887,944.336,-69.336,-412.598,0.000
1731796507.828,-771.973,574.707,-41.504,-993.164,0.000
1731796507.832,291.992,-982.910,-56.641,269.043,0.000
1731796507.835,-1000.000,-930.176,-87.891,-1000.000,0.000
1731796507.839,-134.766,731.445,-84.961,-921.387,0.000
1731796507.843,-841.309,949.707,-58.594,713.867,0.000
1731796507.847,783.691,-776.855,-62.988,736.816,0.000
1731796507.851,-827.148,-1000.000,-89.355,-919.922,0.000
1731796507.855,-854.492,607.910,-80.078,-1000.000,0.000
1731796507.859,881.348,-841.797,-44.922,465.332,0.000
1731796507.863,979.492,-265.137,-37.109,959.473,0.000
1731796507.867,-705.566,-1000.000,-67.383,-594.238,0.000
1731796507.871,-1000.000,233.398,-88.379,-1000.000,0.000
1731796507.875,640.137,-797.363,-54.688,-674.805,0.000
1731796507.878,-870.117,307.129,-35.645,571.289,0.000
1731796507.882,-466.797,-1000.000,-60.059,-430.664,0.000
1731796507.886,-1000.000,-600.586,-93.262,-1000.000,0.000
1731796507.890,416.504,954.590,-70.312,-987.305,0.000
1731796507.894,-794.434,950.684,-32.715,-236.328,0.000
1731796507.898,44.922,-707.031,-47.363,-384.277,0.000
1731796507.902,-1000.000,-1000.000,-86.426,-1000.000,0.000
1731796507.906,-270.508,731.934,-81.055,-959.961,0.000
1731796507.910,-914.551,-991.211,-42.969,-1000.000,0.000
1731796507.914,823.730,-706.055,-45.898,-1000.000,0.000
1731796507.917,-820.312,-1000.000,-84.473,-1000.000,0.000
1731796507.921,-888.672,658.203,-86.914,-1000.000,0.000
1731796507.925,850.098,991.211,-40.039,-1000.000,0.000
1731796507.929,987.793,-604.004,-39.062,-1000.000,0.000
1731796507.933,-711.914,-1000.000,-83.008,-1000.000,0.000
1731796507.937,-1000.000,-77.148,-98.145,-1000.000,0.000
1731796507.941,615.234,-902.832,-75.684,-1000.000,0.000
1731796507.945,-814.453,183.105,-66.895,-1000.000,0.000
1731796507.949,-324.219,-1000.000,-93.750,-1000.000,0.000
1731796507.953,-1000.000,-653.320,-115.234,-1000.000,0.000
